"Code","SiteCode","Level","Pcode","Province_EN","Province_TH","Dcode","Distinct_EN","Distinct_TH","Scode","SubDistinct_EN","SubDistinct_TH","Zone","Name_TH","Name_EN","Htype","HType2","Hsize","P_Funded","Focus","Prioritization","CDC","NEAB","x","y"
"10749","10749","Site/Hospital","P95","Yala","ยะลา","9502","Betong","อ.เบตง","950201",NULL,NULL,"Z12","รพ.เบตง","Betong","Public","General H","ML","Add-on GF","Non-PF",NULL,NULL,NULL,"101.07546124","5.854089488"
"10750","10750","Site/Hospital","P96","Narathiwat","นราธิวาส","9601","Mueang Narathiwat","อ.เมืองนราธิวาส","960101",NULL,NULL,"Z12","รพ.นราธิวาสราชนครินทร์","Narathiwat","Public","General H","L","Add-on GF","Non-PF",NULL,NULL,NULL,"101.971282958903","6.027191162104406"
"10751","10751","Site/Hospital","P96","Narathiwat","นราธิวาส","9610","Su-Ngai Kolok","อ.สุไหงโก-ลก","961001",NULL,NULL,"Z12","รพ.สุไหงโก-ลก","Sungai Kolok","Public","General H","ML","Add-on GF","Non-PF",NULL,NULL,NULL,"101.97125673","6.02709626"
"10752","10752","Site/Hospital","P11","Samut Prakan","สมุทรปราการ","1102","Bang Bo","อ.บางบ่อ","110204",NULL,NULL,"Z06","รพ.บางบ่อ","Bangbo","Public","District H","ML","Add-on PEPFAR","PF-1",NULL,"USAID",NULL,"100.83616964","13.569995981"
"10753","10753","Site/Hospital","P11","Samut Prakan","สมุทรปราการ","1103","Bang Phli","อ.บางพลี","110301",NULL,NULL,"Z06","รพ.บางพลี","Bangphi","Public","General H","ML","Add-on PEPFAR","PF-1",NULL,NULL,NULL,"100.705769062042","13.6039090175736"
"10754","10754","Site/Hospital","P11","Samut Prakan","สมุทรปราการ","1104","Phra Pradaeng","อ.พระประแดง","110401",NULL,NULL,"Z06","รพ.บางจาก","Bang Chak","Public","District H","M","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.54022239870392","13.609750490050079"
"10755","10755","Site/Hospital","P11","Samut Prakan","สมุทรปราการ","1105","Phra Samut Chedi","อ.พระสมุทรเจดีย์","110501",NULL,NULL,"Z06","รพ.พระสมุทรเจดีย์","Phra Samut Chedi","Public","District H","SM","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"13.593572056","100.57828649"
"10756","10756","Site/Hospital","P12","Nonthaburi","นนทบุรี","1202","Bang Kruai","อ.บางกรวย","120201",NULL,NULL,"Z04","รพ.บางกรวย","Bang Kruai","Public","District H","SM","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.472274313942","13.8050149552376"
"10757","10757","Site/Hospital","P12","Nonthaburi","นนทบุรี","1203","Bang Yai","อ.บางใหญ่","120301",NULL,NULL,"Z04","รพ.บางใหญ่","Bang Yai","Public","District H","SM","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.41337149","13.842920153"
"10758","10758","Site/Hospital","P12","Nonthaburi","นนทบุรี","1204","Bang Bua Thong","อ.บางบัวทอง","120401",NULL,NULL,"Z04","รพ.บางบัวทอง","Bang Bua Thong","Public","District H","SM","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.352245","13.933224"
"10759","10759","Site/Hospital","P12","Nonthaburi","นนทบุรี","1205","Sai Noi","อ.ไทรน้อย","120501",NULL,NULL,"Z04","รพ.ไทรน้อย","Sai Noi","Public","District H","M","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.32553100585938","13.9818754196167"
"10760","10760","Site/Hospital","P12","Nonthaburi","นนทบุรี","1206","Pak Kret","อ.ปากเกร็ด","120601",NULL,NULL,"Z04","รพ.ปากเกร็ด","Pakkret","Public","District H","SM","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.46131997834891","13.949862889699753"
"10761","10761","Site/Hospital","P13","Pathum Thani","ปทุมธานี","1302","Khlong Luang","อ.คลองหลวง","130206",NULL,NULL,"Z04","รพ.คลองหลวง","Khlong Luang","Public","District H","SM","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.727326285757","14.095006044539"
"10762","10762","Site/Hospital","P13","Pathum Thani","ปทุมธานี","1303","Thanyaburi","อ.ธัญบุรี","130303",NULL,NULL,"Z04","รพ.ธัญบุรี","Thanyaburi","Public","District H","M","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.729815905274","14.0186576020499"
"10763","10763","Site/Hospital","P13","Pathum Thani","ปทุมธานี","1303","Thanyaburi","อ.ธัญบุรี","130301",NULL,NULL,"Z04","รพ.ประชาธิปัตย์","Prachathipat","Public","District H","SM","Add-on PEPFAR","PF-1",NULL,NULL,NULL,"100.612541362208","13.9852966900957"
"10764","10764","Site/Hospital","P13","Pathum Thani","ปทุมธานี","1304","Nong Suea","อ.หนองเสือ","130401",NULL,NULL,"Z04","รพ.หนองเสือ","Nong Suea","Public","District H","SM","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.823956183635","14.1413071186156"
"10765","10765","Site/Hospital","P13","Pathum Thani","ปทุมธานี","1305","Lat Lum Kaeo","อ.ลาดหลุมแก้ว","130501",NULL,NULL,"Z04","รพ.ลาดหลุมแก้ว","Ladlumkaew","Public","District H","SM","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.415644569608","14.0367892618689"
"10766","10766","Site/Hospital","P13","Pathum Thani","ปทุมธานี","1306","Lam Luk Ka","อ.ลำลูกกา","130606",NULL,NULL,"Z04","รพ.ลำลูกกา","Lamlukka","Public","District H","SM","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.85823956876993","13.956806122856037"
"10767","10767","Site/Hospital","P13","Pathum Thani","ปทุมธานี","1307","Sam Khok","อ.สามโคก","130707",NULL,NULL,"Z04","รพ.สามโคก","Samkok","Public","District H","SM","Add-on PEPFAR","Non-PF",NULL,NULL,NULL,"100.5736441","14.0861201"
"10768","10768","Site/Hospital","P14","Phra Nakhon Si Ayutthaya","อยุธยา","1402","Tha Ruea","อ.ท่าเรือ","140201",NULL,NULL,"Z04","รพ.ท่าเรือ","Tharuea","Public","District H","SM","Add-on GF","Non-PF",NULL,NULL,NULL,"100.72357893","14.5660352"
"10769","10769","Site/Hospital","P14","Phra Nakhon Si Ayutthaya","อยุธยา","1403","Nakhon Luang","อ.นครหลวง","140303",NULL,NULL,"Z04","รพ.สมเด็จพระสังฆราช","Patriarch","Public","District H","SM","Add-on GF","Non-PF",NULL,NULL,NULL,"14.3978256258996","100.592590227037"
"10770","10770","Site/Hospital","P14","Phra Nakhon Si Ayutthaya","อยุธยา","1404","Bang Sai","อ.บางไทร","140401",NULL,NULL,"Z04","รพ.บางไทร อยุธยา","Bangsai","Public","District H","SM","Add-on GF","Non-PF",NULL,NULL,NULL,"98.3658300868462","8.81678815228444"
"10771","10771","Site/Hospital","P14","Phra Nakhon Si Ayutthaya","อยุธยา","1405","Bang Ban","อ.บางบาล","140504",NULL,NULL,"Z04","รพ.บางบาล","Bangban","Public","District H","SM","Add-on GF","Non-PF",NULL,NULL,NULL,"100.486934479159","14.3666178259285"
"10772","10772","Site/Hospital","P14","Phra Nakhon Si Ayutthaya","อยุธยา","1406","Bang Pa-In","อ.บางปะอิน","140601",NULL,NULL,"Z04","รพ.บางปะอิน","Bang Pra In","Public","District H","SM","Add-on GF","Non-PF",NULL,NULL,NULL,"100.576647061063","14.2141291416422"
"10773","10773","Site/Hospital","P14","Phra Nakhon Si Ayutthaya","อยุธยา","1407","Bang Pahan","อ.บางปะหัน","140708",NULL,NULL,"Z04","รพ.บางปะหัน","Bangprahan","Public","District H","SM","Add-on GF","Non-PF",NULL,NULL,NULL,"100.534080735191","14.4763116564933"
"10774","10774","Site/Hospital","P14","Phra Nakhon Si Ayutthaya","อยุธยา","1408","Phak Hai","อ.ผักไห่","140805",NULL,NULL,"Z04","รพ.ผักไห่","Phakhai","Public","District H","SM","Add-on GF","Non-PF",NULL,NULL,NULL,"100.371680109999","14.446170152"
"10775","10775","Site/Hospital","P14","Phra Nakhon Si Ayutthaya","อยุธยา","1409","Phachi","อ.ภาชี","140901",NULL,NULL,"Z04","รพ.ภาชี","Phachi","Public","District H","SM","Add-on GF","Non-PF",NULL,NULL,NULL,"100.737190246583","14.4441728591975"
"10776","10776","Site/Hospital","P14","Phra Nakhon Si Ayutthaya","อยุธยา","1410","Lat Bua Luang","อ.ลาดบัวหลวง","141003",NULL,NULL,"Z04","รพ.ลาดบัวหลวง","Ladbualuang","Public","District H","SM","Add-on GF","Non-PF",NULL,NULL,NULL,"100.299468","14.165871"
"10777","10777","Site/Hospital","P14","Phra Nakhon Si Ayutthaya","อยุธยา","1411","Wang Noi","อ.วังน้อย","141104",NULL,NULL,"Z04","รพ.วังน้อย","Wang Noi","Public","District H","SM","Add-on GF","Non-PF",NULL,NULL,NULL,"100.69917451","14.226278024"
"10778","10778","Site/Hospital","P14","Phra Nakhon Si Ayutthaya","อยุธยา","1413","Bang Sai","อ.บางซ้าย","141301",NULL,NULL,"Z04","รพ.บางซ้าย","Bangsai","Public","District H","SS","Add-on GF","Non-PF",NULL,NULL,NULL,"100.297471635582","14.3173290659198"
"10779","10779","Site/Hospital","P14","Phra Nakhon Si Ayutthaya","อยุธยา","1414","Uthai","อ.อุทัย","141406",NULL,NULL,"Z04","รพ.อุทัย","Uthai","Public","District H","SM","Add-on GF","Non-PF",NULL,NULL,NULL,"100.6460713","14.36110616"
"10780","10780","Site/Hospital","P14","Phra Nakhon Si Ayutthaya","อยุธยา","1415","Maha Rat","อ.มหาราช","141501",NULL,NULL,"Z04","รพ.มหาราช","Maharaj","Public","District H","SS","Add-on GF","Non-PF",NULL,NULL,NULL,"100.5295321142734","14.53789237990243"
"10781","10781","Site/Hospital","P14","Phra Nakhon Si Ayutthaya","อยุธยา","1416","Ban Phraek","อ.บ้านแพรก","141602",NULL,NULL,"Z04","รพ.บ้านแพรก","Ban Phraek","Public","District H","SS","Add-on GF","Non-PF",NULL,NULL,NULL,"100.58804455","14.654387616"
"10782","10782","Site/Hospital","P15","Ang Thong","อ่างทอง","1502","Chaiyo","อ.ไชโย","150206",NULL,NULL,"Z04","รพ.ไชโย","Chaiyo","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"100.444033741302","14.7024489309045"
"10784","10784","Site/Hospital","P15","Ang Thong","อ่างทอง","1503","Pa Mok","อ.ป่าโมก","150302",NULL,NULL,"Z04","รพ.ป่าโมก","Pamok","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"100.44432878","14.49707472"
"10785","10785","Site/Hospital","P15","Ang Thong","อ่างทอง","1504","Pho Thong","อ.โพธิ์ทอง","150401",NULL,NULL,"Z04","รพ.โพธิ์ทอง","Phothong","Public","District H","M","Domestic only","Non-PF",NULL,NULL,NULL,"100.409054472198","14.6503639451003"
"10786","10786","Site/Hospital","P15","Ang Thong","อ่างทอง","1505","Sawaeng Ha","อ.แสวงหา","150501",NULL,NULL,"Z04","รพ.แสวงหา","Sawangha","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"100.32423556","14.74529359"
"10787","10787","Site/Hospital","P15","Ang Thong","อ่างทอง","1506","Wiset Chai Chan","อ.วิเศษชัยชาญ","150602",NULL,NULL,"Z04","รพ.วิเศษชัยชาญ","Wiset Chaichan","Public","District H","M","Domestic only","Non-PF",NULL,NULL,NULL,"100.34635305","14.59301896"
"10788","10788","Site/Hospital","P15","Ang Thong","อ่างทอง","1507","Samko","อ.สามโก้","150701",NULL,NULL,"Z04","รพ.สามโก้","Samko","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"100.26091291","14.601457736"
"10789","10789","Site/Hospital","P16","Lop Buri","ลพบุรี","1602","Phatthana Nikhom","อ.พัฒนานิคม","160201",NULL,NULL,"Z04","รพ.พัฒนานิคม","Phatthana Nikhom","Public","District H","M","Domestic only","Non-PF",NULL,NULL,NULL,"100.9849483","14.85525121"
"10790","10790","Site/Hospital","P16","Lop Buri","ลพบุรี","1603","Khok Samrong","อ.โคกสำโรง","160301",NULL,NULL,"Z04","รพ.โคกสำโรง","Khoksamrong","Public","District H","ML","Domestic only","Non-PF",NULL,NULL,NULL,"100.7378515","15.06888805"
"10791","10791","Site/Hospital","P16","Lop Buri","ลพบุรี","1604","Chai Badan","อ.ชัยบาดาล","160401",NULL,NULL,"Z04","รพ.ชัยบาดาล","Chaibadan","Public","District H","ML","Domestic only","Non-PF",NULL,NULL,NULL,"101.145861","15.215616"
"10792","10792","Site/Hospital","P16","Lop Buri","ลพบุรี","1605","Tha Wung","อ.ท่าวุ้ง","160502",NULL,NULL,"Z04","รพ.ท่าวุ้ง","Thawung","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"100.5220723","14.8121192"
"10793","10793","Site/Hospital","P16","Lop Buri","ลพบุรี","1607","Tha Luang","อ.ท่าหลวง","160701",NULL,NULL,"Z04","รพ.ท่าหลวง","Thaluang","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"101.1239154","15.0651667"
"10794","10794","Site/Hospital","P16","Lop Buri","ลพบุรี","1608","Sa Bot","อ.สระโบสถ์","160805",NULL,NULL,"Z04","รพ.สระโบสถ์","Sa Bot","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"100.8426174","15.19403746"
"10795","10795","Site/Hospital","P16","Lop Buri","ลพบุรี","1609","Khok Charoen","อ.โคกเจริญ","160901",NULL,NULL,"Z04","รพ.โคกเจริญ","Khokchareon","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"100.823454","15.386805"
"10796","10796","Site/Hospital","P16","Lop Buri","ลพบุรี","1610","Lam Sonthi","อ.ลำสนธิ","161003",NULL,NULL,"Z04","รพ.ลำสนธิ","Lumsonthi","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"101.3236531","15.25237522"
"10797","10797","Site/Hospital","P16","Lop Buri","ลพบุรี","1611","Nong Muang","อ.หนองม่วง","161101",NULL,NULL,"Z04","รพ.หนองม่วง","Nongmuang","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"100.665944","15.212203"
"10798","10798","Site/Hospital","P17","Sing Buri","สิงห์บุรี","1702","Bang Rachan","อ.บางระจัน","170203",NULL,NULL,"Z04","รพ.บางระจัน","Bangrachan","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"100.273665514824","14.9218205424211"
"10799","10799","Site/Hospital","P17","Sing Buri","สิงห์บุรี","1703","Khai Bang Rachan","อ.ค่ายบางระจัน","170302",NULL,NULL,"Z04","รพ.ค่ายบางระจัน","Khaibangrachan","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"100.293446896458","14.7867299549172"
"10800","10800","Site/Hospital","P17","Sing Buri","สิงห์บุรี","1704","Phrom Buri","อ.พรหมบุรี","170404",NULL,NULL,"Z04","รพ.พรหมบุรี","Phromburi","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"100.457521069494","14.7487852142067"
"10801","10801","Site/Hospital","P17","Sing Buri","สิงห์บุรี","1705","Tha Chang","อ.ท่าช้าง","170502",NULL,NULL,"Z04","รพ.ท่าช้าง","Thachang","Public","District H","SM","Domestic only","Non-PF",NULL,NULL,NULL,"100.385715597835","14.794019223239"
